lexicon,polarity,origin
الغباء_والجهل,-1,KSA
الفا_يقرض,-1,KSA
الفار_اقرض,-1,KSA
الفساد_الاخلاقي,-1,KSA
الفساد_والمفسدين,-1,KSA
الفسادفي_ارض,-1,KSA
الفكر_الضال,-1,KSA
الفوضي_الاخلاقيه,-1,KSA
القادم_اسوا,-1,KSA
القالون_العصبي,-1,KSA
القالون_والضغط,-1,KSA
القرن_العشرين,-1,KSA
القلوب_المريض,-1,KSA
القلوب_المريضة,-1,KSA
القولون_العصبي,-1,KSA
الكابوس_المرعب,-1,KSA
الكارثة_والفاجعة,-1,KSA
الكذب_شين,-1,KSA
الكرت_الاحمر,-1,KSA
الكل_خائن,-1,KSA
الكلاب_الضاله,-1,KSA
الله_حسبنا,-1,KSA
الله_حسيبك,-1,KSA
الله_لا,-1,KSA
الله_لايوفق,-1,KSA
الله_لايوفقهم,-1,KSA
الله_يا_خذ,-1,KSA
الله_يا_خذك,-1,KSA
الله_يا_خذه,-1,KSA
الله_يحرق,-1,KSA
الله_يخسهم,-1,KSA
الله_يسلط,-1,KSA
الله_يقطعهم,-1,KSA
الله_يلعنكم,-1,KSA
الله_يلعنهم,-1,KSA
الله_ينتقم,-1,KSA
اللهم_احرق,-1,KSA
الليبرالية_قادمة,-1,KSA
الليبرالين_والعلمانين,-1,KSA
المثلية_الجنسية,-1,KSA
المحنة_محنة,-1,KSA
المستعربين_والفرس,-1,KSA
نايم_بالعسل,-1,KSA
المصحوبين_بالبكاء,-1,KSA
المصيبه_محتكرين,-1,KSA
المطاوعه_دعشنه,-1,KSA
المفروض_يقفلونه,-1,KSA
ماتت_احاسيس,-1,KSA
النت_زباله,-1,KSA
النت_سيئ,-1,KSA
النجاسة_والقرف,-1,KSA
النذالة_والوقاحة,-1,KSA
النصب_والاحتيال,-1,KSA
النهاية_لدولتنا,-1,KSA
النهب_والسلب,-1,KSA
الهم_والتعب,-1,KSA
الهمز_واللمز,-1,KSA
الوهابي_داعشي,-1,KSA
الوهابية_النجدية,-1,KSA
الي_متي,-1,KSA
مايخافون_الله,-1,KSA
ام_زكي,-1,KSA
امك_يهودية,-1,KSA
امور_تافه,-1,KSA
انترنت_سيء,-1,KSA
انتشل_الفساد,-1,KSA
انتهاء_الدعم,-1,KSA
انتهت_الاعذار,-1,KSA
انحلال_الدين,-1,KSA
انصاف_الشنبات,-1,KSA
انعدام_الانسانية,-1,KSA
انعدام_الرجولة,-1,KSA
انفصلت_تعسفيا,-1,KSA
انقطاع_الماء,-1,KSA
انهاء_التعاقد,-1,KSA
انهيار_عصبي,-1,KSA
انواع_النفسيه,-1,KSA
اهانه_الام,-1,KSA
اهل_الرجس,-1,KSA
اهل_شهوة,-1,KSA
اهمال_للمريض,-1,KSA
اهوش_لك,-1,KSA
اولاد_المتعه,-1,KSA
ايقاف_الناس,-1,KSA
ائمة_الضلال,-1,KSA
اذلال_الناس,-1,KSA
ارهاب_الاسد,-1,KSA
ارهاب_الصهاينة,-1,KSA
اسرائيل_معارضة,-1,KSA
اسقاط_الدعاة,-1,KSA
اطلاق_نار,-1,KSA
اعلامنا_الرخيص,-1,KSA
افلاس_عظيم,-1,KSA
اهانة_الام,-1,KSA
اجلدهم_اكثر,-1,KSA
اذية_الناس,-1,KSA
اسحب_سيفون,-1,KSA
اشبه_بالغراب,-1,KSA
اضر_ابنائنا,-1,KSA
اضعف_نت,-1,KSA
الجم_الجاميه,-1,KSA
الم_وهم,-1,KSA
امتداد_العفن,-1,KSA
انا_ضد,-1,KSA
انصدمو_بالواقع,-1,KSA
بارات_وديسكوهات,-1,KSA
باع_مصر,-1,KSA
بالاختناقات_المرورية,-1,KSA
بالدفع_الرباعي,-1,KSA
بايع_دينه,-1,KSA
بايعة_عمري,-1,KSA
باينه_مواريه,-1,KSA
بالغاء_الوصاية,-1,KSA
بافكارهم_السوداء,-1,KSA
بتاخر_المواعيد,-1,KSA
بتتمصخرون_يا_مسعودين,-1,KSA
بتجميد_اموال,-1,KSA
بتقسيم_المنطقه,-1,KSA
بث_للفرقة,-1,KSA
بثوره_الشعب,-1,KSA
بجنون_العظمة,-1,KSA
بحاجة_المال,-1,KSA
بحزم_وفضح,-1,KSA
بخطر_عظيم,-1,KSA
بدا_ينكشف,-1,KSA
بداية_الفساد,-1,KSA
بدائية_الشكوي,-1,KSA
بدون_خاطر,-1,KSA
بدون_راتب,-1,KSA
بدون_مؤهلات,-1,KSA
براتب_طفسه,-1,KSA
بزوال_حكمك,-1,KSA
بسوء_الاخلاق,-1,KSA
بصياح_الطواقي,-1,KSA
بضايعها_الخايسه,-1,KSA
بفكرة_العقيم,-1,KSA
بقرارات_ارتجاليه,-1,KSA
بكارثة_اخلاقية,-1,KSA
بلا_انسانيه,-1,KSA
بلا_انسانية,-1,KSA
بلا_اخلاق,-1,KSA
بلا_بيت,-1,KSA
بلا_جدوي,-1,KSA
بلا_شريعه,-1,KSA
بلاد_منكرات,-1,KSA
بماذا_سنجيب,-1,KSA
بمرض_عضال,-1,KSA
بنمشي_مفاصيخ,-1,KSA
بني_جهل,-1,KSA
بني_طحلب,-1,KSA
بومة_نجد,-1,KSA
بياكلون_تبن,-1,KSA
بيتريقوا_علينا,-1,KSA
بينهار_الاقتصاد,-1,KSA
بيوتهم_المحطمة,-1,KSA
تاجر_ترابي,-1,KSA
تاخذ_ماتعطي,-1,KSA
تارك_البطاله,-1,KSA
تافقه_وحقير,-1,KSA
تامرون_بالمنكر,-1,KSA
تاخر_اجراءات,-1,KSA
تاخير_رواتب,-1,KSA
تبا_لك,-1,KSA
تبا_للسعودية,-1,KSA
تتشبة_بالنساء,-1,KSA
تتشبه_بالنساء,-1,KSA
تتعدي_حدود,-1,KSA
تتوالي_خسائركم,-1,KSA
تجا_التراب,-1,KSA
تجار_التراب,-1,KSA
تجلب_الاخطاء,-1,KSA
تحت_الاسر,-1,KSA
تحت_القصف,-1,KSA
تحتاج_مراجعة,-1,KSA
تحقد_علينا,-1,KSA
تحمي_ظلمهم,-1,KSA
تحور_الكلام,-1,KSA
تحوم_الكبد,-1,KSA
تخرب_العلاقة,-1,KSA
تخرج_الجرذان,-1,KSA
تخسون_ندعسكم,-1,KSA
تخفيضات_وهميه,-1,KSA
تدعي_التدين,-1,KSA
تربية_شارع,-1,KSA
ترويج_مسكرات,-1,KSA
تستاهل_المقاطعه,-1,KSA
تسخر_من,-1,KSA
تسد_النفس,-1,KSA
تسون_زحمة,-1,KSA
تشابهت_الكلاب,-1,KSA
تشتغل_بالبار,-1,KSA
تشهير_وغرامه,-1,KSA
تشويه_سمعه,-1,KSA
تشيع_الفاحشه,-1,KSA
تصادق_الرافضة,-1,KSA
تصعيب_الاسئلة,-1,KSA
تصفيق_الجامية,-1,KSA
تضر_بنا,-1,KSA
تضغط_الموظف,-1,KSA
تطشين_علتك,-1,KSA
تعاقب_عليها,-1,KSA
تعال_مص,-1,KSA
تعبنا_مجاملات,-1,KSA
تعرضت_لهجمات,-1,KSA
تعور_القلب,-1,KSA
تغيب_الرقابة,-1,KSA
تغير_تواريخ,-1,KSA
تغير_حفائظ,-1,KSA
تفاهات_وسخافات,-1,KSA
تفتيش_الجوالات,-1,KSA
تقدم_شكوي,-1,KSA
تكسد_بضاعتكم,-1,KSA
تلاعب_بالاسعار,-1,KSA
تلاعب_بالحيوانات,-1,KSA
تلاعب_وخدعه,-1,KSA
تلبيس_ابليس,-1,KSA
تم_اتهامنا,-1,KSA
تم_حسم,-1,KSA
تم_فصله,-1,KSA
تم_فصلي,-1,KSA
تمرح_وتسرح,-1,KSA
تمزقت_المجتمعات,-1,KSA
تنبح_وتتالم,-1,KSA
تنظيم_فاحش,-1,KSA
تنقطع_الدوره,-1,KSA
تهاجم_بلدك,-1,KSA
تهديد_وسرق,-1,KSA
تهشمت_بيوتهم,-1,KSA
توجع_القلب,-1,KSA
تي_نتعلم,-1,KSA
ثقافة_القطيع,-1,KSA
ثكلتك_امك,-1,KSA
جاك_مدرعم,-1,KSA
جحد_معروف,-1,KSA
جرائم_الاخلاق,-1,KSA
جرائم_القتل,-1,KSA
جردت_لحومنا,-1,KSA
جشع_واغراق,-1,KSA
جفره_لدحديره,-1,KSA
جنودكم_مرتدون,-1,KSA
جيب_المواطن,-1,KSA
حادثة_التزاحم,-1,KSA
حارق_دمكم,-1,KSA
حارقين_دمهم,-1,KSA
حاشيته_نصاري,-1,KSA
حالاته_ماساويه,-1,KSA
حتخيبوا_خيبتكم,-1,KSA
حثالة_داعش,-1,KSA
حجر_العثره,-1,KSA
حرام_عليكم,-1,KSA
حرب_صهونيه,-1,KSA
حرقوا_قلوب,-1,KSA
حرموا_الناس,-1,KSA
حرية_الحيوانات,-1,KSA
حزب_الشيطان,-1,KSA
حزب_اللات,-1,KSA
حزب_الله,-1,KSA
حساد_شحاذين,-1,KSA
حسبنا_الله,-1,KSA
حسبي_ءالله,-1,KSA
حسبي_الله,-1,KSA
حطوه_بالحظيره,-1,KSA
حقد_كراهيه,-1,KSA
حقين_الطعميه,-1,KSA
حلبهم_للوزارة,-1,KSA
حليف_المجوس,-1,KSA
حموضه_بالمعده,-1,KSA
حياة_اتعس,-1,KSA
حياتهم_معطلة,-1,KSA
خارجة_عن,-1,KSA
خايس_لاخيس,-1,KSA
خبتم_وخسرتم,-1,KSA
خدمات_سيئة,-1,KSA
خدمة_سيئة,-1,KSA
خدمة_متدنية,-1,KSA
خدمه_سيئه,-1,KSA
خذت_رواتبنا,-1,KSA
خريج_سجون,-1,KSA
خريجين_سجون,-1,KSA
خسرت_وخسرتنا,-1,KSA
خصم_الرصيد,-1,KSA
خارج_عن,-1,KSA
خفض_انفاق,-1,KSA
ينشب_بحلوقهم,-1,KSA
خلوها_لكم,-1,KSA
خليك_علي,-1,KSA
خيانة_وضلال,-1,KSA
خيبة_امل,-1,KSA
خيزرانة_معيض,-1,KSA
خاصمين_رواتبنا,-1,KSA
دبله_الكبد,-1,KSA
دجه_بدجه,-1,KSA
دس_الرؤوس,-1,KSA
دعا_الفتنة,-1,KSA
دعاة_الفتن,-1,KSA
دعاة_الفتنة,-1,KSA
دعاة_الفتنه,-1,KSA
دعاة_باطل,-1,KSA
دعاة_تحرش,-1,KSA
دعاة_فتنة,-1,KSA
دعاة_للفتنة,-1,KSA
دعو_للثورات,-1,KSA
دعوة_المظلوم,-1,KSA
دمره_جحفلي,-1,KSA
دوري_قريش,-1,KSA
دولة_الخلافة,-1,KSA
دولة_الظلم,-1,KSA
ذبح_ناس,-1,KSA
ذرة_كرامة,-1,KSA
راحت_فيها,-1,KSA
راح_نختفي,-1,KSA
راحت_عليا,-1,KSA
راس_الفتنة,-1,KSA
راسي_يعورني,-1,KSA
رافع_ضغطكم,-1,KSA
راكب_مسلم,-1,KSA
رايحه_فيها,-1,KSA
رتفاع_الضغط,-1,KSA
رفضتي_النعمة,-1,KSA
رفعة_الضغط,-1,KSA
رفعت_الضغط,-1,KSA
رفعتوا_ضغطنا,-1,KSA
رواتب_فلكية,-1,KSA
زرع_فتنه,-1,KSA
زلزل_الارض,-1,KSA
زي_الخرا,-1,KSA
زي_الزفت,-1,KSA
زي_المنشار,-1,KSA
زي_وجيههم,-1,KSA
زيادة_جرائم,-1,KSA
ساذج_دلخ,-1,KSA
سال_الدم,-1,KSA
ستاره_لجرائمه,-1,KSA
ستقام_فتنه,-1,KSA
ستقسم_ظهر,-1,KSA
سحب_الجنسية,-1,KSA
سحب_رصيد,-1,KSA
سحبو_راسك,-1,KSA
سخط_الله,-1,KSA
سد_نفسهم,-1,KSA
سراق_بطولات,-1,KSA
سرقه_رصيد,-1,KSA
سطوة_وجسارة,-1,KSA
سلبيات_الشيعة,-1,KSA
سنافر_الزعيق,-1,KSA
سوء_تخزين,-1,KSA
سوف_نتركها,-1,KSA
سيبوكم_البكش,-1,KSA
سيتطاولون_اكثر,-1,KSA
سيدخل_النار,-1,KSA
سيئ_للاسف,-1,KSA
سيئة_جدا,-1,KSA
سيئه_جدا,-1,KSA
شبكة_ضعيفة,-1,KSA
شبكتهم_ضعيفة,-1,KSA
شبوك_الهوامير,-1,KSA
شتت_شملهم,-1,KSA
شعب_فاشل,-1,KSA
شعب_فاضي,-1,KSA
شعب_يفشل,-1,KSA
شفط_فلوس,-1,KSA
شقكم_شق,-1,KSA
شله_نقص,-1,KSA
شهادة_مزورة,-1,KSA
شهواته_الجنسية,-1,KSA
شهواتهم_الحيوانيه,-1,KSA
شهوتهم_الحيوانيه,-1,KSA
شوفوا_عمكم,-1,KSA
شي_غريب,-1,KSA
شيعة_كلاب,-1,KSA
صاحب_الفتنة,-1,KSA
صار_يهايط,-1,KSA
صارت_سالب,-1,KSA
صارت_مستهلكة,-1,KSA
صحت_صياح,-1,KSA
صدع_راسي,-1,KSA
صعب_بالحيل,-1,KSA
صياح_الحقوقيات,-1,KSA
صياحك_طرب,-1,KSA
ضايع_حقه,-1,KSA
ضحايا_حلب,-1,KSA
ضحكوا_علينا,-1,KSA
ضرب_عصي,-1,KSA
ضربا_بالنعال,-1,KSA
ضربته_ضرب,-1,KSA
ضعف_الشبكه,-1,KSA
ضعيف_شخصية,-1,KSA
ضغط_وسكر,-1,KSA
ضف_وجهك,-1,KSA
ضيعوا_الاخلاق,-1,KSA
ضيقوا_صدري,-1,KSA
ضيم_المشردين,-1,KSA
طاح_كرتهم,-1,KSA
طاردو_المتسوقات,-1,KSA
طرقاتهم_المزالة,-1,KSA
طعم_حليبه,-1,KSA
طلع_يبربر,-1,KSA
ظغوطات_نفسيه,-1,KSA
ظلم_للمراة,-1,KSA
عاله_متخلفين,-1,KSA
عالية_جدا,-1,KSA
عباد_الهوي,-1,KSA
عدم_الاقرار,-1,KSA
عدم_الانجراف,-1,KSA
عدم_التقدير,-1,KSA
عدم_حضوري,-1,KSA
عدم_نزاهة,-1,KSA
عدو_اجنبي,-1,KSA
عديم_الشهادة,-1,KSA
عروض_وهمية,-1,KSA
عروضهم_فاشله,-1,KSA
عري_فشله,-1,KSA
عساه_بزلازال,-1,KSA
عشيقها_الليبرالي,-1,KSA
عصابة_مافيا,-1,KSA
عصر_الجاهلية,-1,KSA
عضم_بحلوقنا,-1,KSA
عفاش_والحوثين,-1,KSA
عقاب_كبير,-1,KSA
عقول_متخلفه,-1,KSA
علاقه_سريه,-1,KSA
علي_خطا,-1,KSA
علي_زق,-1,KSA
عليك_زله,-1,KSA
غاسل_يدي,-1,KSA
غباء_المرتزقة,-1,KSA
غرور_المتطرف,-1,KSA
غش_وسرقة,-1,KSA
غصبا_عنه,-1,KSA
غفلو_عنها,-1,KSA
غلاء_فاحش,-1,KSA
غلط_كبير,-1,KSA
غيبة_الدعاة,-1,KSA
غير_المشمولين,-1,KSA
غير_امنة,-1,KSA
غير_جدير,-1,KSA
غير_جلد,-1,KSA
غير_قادر,-1,KSA
غير_كافية,-1,KSA
غير_مبال,-1,KSA
غير_متكافئة,-1,KSA
غير_مرضي,-1,KSA
غير_مرغوب,-1,KSA
غير_معقول,-1,KSA
غير_مؤد,-1,KSA
غير_مؤهلين,-1,KSA
فتنة_الزمن,-1,KSA
فخسروا_النصرة,-1,KSA
فروخ_الليبرالية,-1,KSA
فسحقا_لهم,-1,KSA
فصل_عامل,-1,KSA
فضح_بنده,-1,KSA
فعلا_طحالب,-1,KSA
فقد_غيرته,-1,KSA
فقر_وذل,-1,KSA
فلماذا_تفرغ,-1,KSA
فلن_تتطور,-1,KSA
فلن_تعلو,-1,KSA
فمتي_يشتغل,-1,KSA
فوهة_المدفع,-1,KSA
في_مازق,-1,KSA
فئة_مريضه,-1,KSA
فئران_تقرض,-1,KSA
قاتلت_البشريه,-1,KSA
قام_يرفع,-1,KSA
قر_وذل,-1,KSA
قصر_في,-1,KSA
قصور_في,-1,KSA
قضايا_ابتزاز,-1,KSA
قطع_الارزاق,-1,KSA
قطع_الانترنت,-1,KSA
قطعلي_قلبي,-1,KSA
قطعه_رقاب,-1,KSA
قطعو_قلبي,-1,KSA
قطيع_المطبلين,-1,KSA
قطيع_خرفان,-1,KSA
قلبو_عليه,-1,KSA
قلة_الحياء,-1,KSA
قلة_الوظائف,-1,KSA
قلة_ايمان,-1,KSA
قلة_معلوماته,-1,KSA
قليلة_سنع,-1,KSA
قمة_الاهمال,-1,KSA
قمة_السوء,-1,KSA
قمة_الظلم,-1,KSA
قنابل_مؤقوته,-1,KSA
قوطي_الخميني,-1,KSA
كافر_فاجر,-1,KSA
كافي_نفاق,-1,KSA
كانت_امنه,-1,KSA
كبش_فداء,-1,KSA
كبودنا_تلوثت,-1,KSA
كحيوانية_البهائم,-1,KSA
بلا_كذب,-1,KSA
كذبا_وخديعه,-1,KSA
كذبهم_وتدليسهم,-1,KSA
كرت_احمر,-1,KSA
كروشهم_بتتفجر,-1,KSA
كزب_عليكم,-1,KSA
كس_ام,-1,KSA
كفاية_شبوك,-1,KSA
كفر_اكبر,-1,KSA
كل_تبن,-1,KSA
كل_زق,-1,KSA
كل_مظلوم,-1,KSA
كلاب_الغرب,-1,KSA
كلاب_اليهود,-1,KSA
كلت_العالم,-1,KSA
كلهم_دواعش,-1,KSA
كلو_حقه,-1,KSA
كمية_الحسد,-1,KSA
كننا_نشحذهم,-1,KSA
كومة_غنم,-1,KSA
كيد_الحريم,-1,KSA
كيف_ترضي,-1,KSA
كيف_يصدق,-1,KSA
ل_سلول,-1,KSA
لا_استطيع,-1,KSA
لا_امان,-1,KSA
لا_تستطيع,-1,KSA
لا_تسلبوا,-1,KSA
لا_تقدس,-1,KSA
لا_تنفع,-1,KSA
لا_شفاء,-1,KSA
لا_عزة,-1,KSA
لا_عقول,-1,KSA
لا_كرامه,-1,KSA
لا_يثق,-1,KSA
لا_يرتقي,-1,KSA
لا_يستحقون,-1,KSA
لا_يستقبل,-1,KSA
لا_يعقل,-1,KSA
لا_يكثر,-1,KSA
لا_يوجد,-1,KSA
لابارك_الله,-1,KSA
لاتامن_الدنيا,-1,KSA
لاتستطيع_العيش,-1,KSA
لاتطبق_الانظمة,-1,KSA
لاثارة_العداوة,-1,KSA
لاحياه_بالدنيا,-1,KSA
لاخير_فيها,-1,KSA
لاعمل_لديهم,-1,KSA
لانذبحكم_ونبيدكم,-1,KSA
لاولاد_الشوارع,-1,KSA
لايتقبل_الغرباء,-1,KSA
لايخدم_المواطن,-1,KSA
لايدعو_للتفائل,-1,KSA
لايمكن_يتطور,-1,KSA
لايملك_الفكر,-1,KSA
لاصحاب_التراب,-1,KSA
لبث_الفتنة,-1,KSA
لبرالية_الشوري,-1,KSA
لتجار_التراب,-1,KSA
لتدشير_المجتمع,-1,KSA
لتطعن_بوطنك,-1,KSA
لتعرفوا_جهلكم,-1,KSA
لحي_الفساد,-1,KSA
لخلخلة_السكان,-1,KSA
لدعاة_الفتنة,-1,KSA
لدينا_مجرمين,-1,KSA
لديها_ما_تخاه,-1,KSA
لشر_الحيوانات,-1,KSA
لصوص_الاراضي,-1,KSA
لعب_فينا,-1,KSA
لعدم_حظورهما,-1,KSA
لعملاء_خونه,-1,KSA
لعن_الله,-1,KSA
لعن_ذا,-1,KSA
لفت_نظر,-1,KSA
للسخرية_واللمز,-1,KSA
لم_تراعي,-1,KSA
لم_تستطع,-1,KSA
لم_تعطي,-1,KSA
لم_يعجبه,-1,KSA
لم_يكتمل,-1,KSA
لمناطق_القتال,-1,KSA
لن_نركع,-1,KSA
لن_يصلح,-1,KSA
لهفت_فلوسنا,-1,KSA
لو_حاطة,-1,KSA
ليته_يفلح,-1,KSA
ليتهم_رقدوا,-1,KSA
ليخسا_الخاسئون,-1,KSA
ليس_رجل,-1,KSA
ليست_اهل,-1,KSA
ليست_مهتمه,-1,KSA
ليه_تهينني,-1,KSA
ما_اجتمعو,-1,KSA
ما_اتفائل,-1,KSA
ما_تبجحت,-1,KSA
ما_تخاف,-1,KSA
ما_تسوي,-1,KSA
ما_تقدرون,-1,KSA
ما_تلفين,-1,KSA
ما_حققه,-1,KSA
ما_سلم,-1,KSA
ما_قدمت,-1,KSA
ما_نبي,-1,KSA
ما_يستاهلون,-1,KSA
ما_يعطي,-1,KSA
ما_يؤدبه,-1,KSA
مات_الضمير,-1,KSA
مات_كثير,-1,KSA
ماتت_الرحمه,-1,KSA
ماتعرف_تلعب,-1,KSA
ماتعرفين_توصفينه,-1,KSA
مادري_ليش,-1,KSA
ماراح_تتقدم,-1,KSA
ماراح_تصملون,-1,KSA
ماربوه_اهله,-1,KSA
ماعاد_به,-1,KSA
ماعندة_سالفة,-1,KSA
ماعنده_انسانيه,-1,KSA
ماعنده_ثقة,-1,KSA
ماعندهم_حل,-1,KSA
ماعندهم_سالفه,-1,KSA
ماغير_يسرقون,-1,KSA
مافي_امان,-1,KSA
ماقدمت_لنا,-1,KSA
ماقول_غير,-1,KSA
مالت_عليكم,-1,KSA
مالت_عليهم,-1,KSA
مالكم_امان,-1,KSA
مالكم_خاتمة,-1,KSA
مالكم_خاتمه,-1,KSA
مالكم_دخل,-1,KSA
ماله_داعي,-1,KSA
ماله_كبير,-1,KSA
مالها_اهميه,-1,KSA
مالها_داعي,-1,KSA
مالي_خلق,-1,KSA
مانبي_سوالف,-1,KSA
مانداوم_فيه,-1,KSA
مانفعوا_دولهم,-1,KSA
ماني_متفائل,-1,KSA
ماني_متحمس,-1,KSA
ما_هنا_رقابه,-1,KSA
ماهو_كفو,-1,KSA
مايتكل_عليه,-1,KSA
ماكل_تراب,-1,KSA
مبالغ_فيها,-1,KSA
متاخره_بالسنين,-1,KSA
متحجرين_مستبدين,-1,KSA
متخلفين_حساد,-1,KSA
متسلط_عليهم,-1,KSA
متشبه_بالنساء,-1,KSA
متشبه_بل,-1,KSA
متماسكين_الشوش,-1,KSA
مثل_قلتهم,-1,KSA
مثيري_الفتنة,-1,KSA
مجازر_حلب,-1,KSA
مجازر_مستمرة,-1,KSA
مجاملة_التقليديون,-1,KSA
محاربة_الهيئة,-1,KSA
محتكري_التراب,-1,KSA
محد_طلبكم,-1,KSA
محد_يهتم,-1,KSA
محرومين_منه,-1,KSA
مدراء_علينا,-1,KSA
مدراء_فاشلين,-1,KSA
مرض_سرطاني,-1,KSA
مزبلة_التاريخ,-1,KSA
مزور_شهادته,-1,KSA
مساكين_الطحالب,-1,KSA
مستنقع_الالحاد,-1,KSA
مشاكله_زادت,-1,KSA
مشجع_طحلبي,-1,KSA
مشوه_قاتل,-1,KSA
مص_دمه,-1,KSA
مصائبهم_وماسيهم,-1,KSA
مصت_دراهمنا,-1,KSA
مطارد_النساء,-1,KSA
مع_المقاطعة,-1,KSA
مع_انفسكم,-1,KSA
مغلوبون_مظلومون,-1,KSA
مكانكم_شهار,-1,KSA
ملاك_التراب,-1,KSA
ملعونه_والدين,-1,KSA
من_المخجل,-1,KSA
من_يعارض,-1,KSA
مناورة_هزيلة,-1,KSA
منحلون_مقلدون,-1,KSA
مهاجمة_علماؤنا,-1,KSA
مهب_الريح,-1,KSA
مو_امان,-1,KSA
مو_رجال,-1,KSA
مو_صاحي,-1,KSA
مو_صاحين,-1,KSA
مو_فاضي,-1,KSA
مو_لمكسب,-1,KSA
مو_معقولة,-1,KSA
موب_معقولة,-1,KSA
موتو_قهر,-1,KSA
موجب_حلو,-1,KSA
مؤخرة_المراءه,-1,KSA
نادي_وضيع,-1,KSA
ناس_تلحد,-1,KSA
ناس_فاضية,-1,KSA
ناس_فاضين,-1,KSA
نافخ_صدره,-1,KSA
ناقصه_عقل,-1,KSA
ناقم_حاقد,-1,KSA
ناني_متحمس,-1,KSA
نت_سيء,-1,KSA
نت_ضعيف,-1,KSA
نت_يجلط,-1,KSA
نتهم_فاشل,-1,KSA
نتورط_بالبزوره,-1,KSA
نحن_الضحية,-1,KSA
نحن_مستهدفون,-1,KSA
ندعس_خشومهم,-1,KSA
نشر_فضيحتهم,-1,KSA
نصب_واحتيال,-1,KSA
نصبو_علي,-1,KSA
نطق_طق,-1,KSA
نطقت_كفرا,-1,KSA
نعاني_معاناة,-1,KSA
نفسيتي_تعب,-1,KSA
نقاش_عقيم,-1,KSA
نقصان_عقل,-1,KSA
نهب_قوت,-1,KSA
نواياها_اتجاه,-1,KSA
السعودة_الكذابة,-1,KSA
هددت_بالحرب,-1,KSA
هدفهم_تحطيم,-1,KSA
هذا_اخواني,-1,KSA
هذا_تحايل,-1,KSA
هل_تترك,-1,KSA
هلاك_الامه,-1,KSA
همهم_التضيق,-1,KSA
يئة_الاستشراف,-1,KSA
و_الاكتئاب,-1,KSA
وابو_كلب,-1,KSA
واحتفالات_شركيه,-1,KSA
واحد_معوق,-1,KSA
وادارة_فاشلة,-1,KSA
وارتفاع_بالكليسترول,-1,KSA
واسحبوا_عليه,-1,KSA
واصل_حده,-1,KSA
واقتتال_داخلي,-1,KSA
والادهي_والامر,-1,KSA
والاستهتار_بالارواح,-1,KSA
والروس_الغاصبين,-1,KSA
والضحيه_شبابنا,-1,KSA
والفاسد_فاسد,-1,KSA
والقولون_العصبي,-1,KSA
والله_والخيبة,-1,KSA
والله_يسلط,-1,KSA
والية_لوليها,-1,KSA
وانت_ساكت,-1,KSA
واكلوا_البلد,-1,KSA
وبتر_اياديهم,-1,KSA
وبداو_شتم,-1,KSA
وبضايعها_الخايسه,-1,KSA
وبلا_جدوي,-1,KSA
وتجار_التراب,-1,KSA
وتجيب_الكئابة,-1,KSA
وتدبيل_فواتير,-1,KSA
وتدفن_حيه,-1,KSA
وتستخفون_بالناس,-1,KSA
وتستغل_المواطن,-1,KSA
وتسلطها_عليكم,-1,KSA
وتطاولوا_علي,-1,KSA
وتعودون_لضلالكم,-1,KSA
وتقديم_شكوي,-1,KSA
وتمثيل_سيء,-1,KSA
وتهديد_الناس,-1,KSA
وتهديد_بالضرب,-1,KSA
وجاك_مدرعم,-1,KSA
وجردت_لحومنا,-1,KSA
وجع_الراس,-1,KSA
وحزب_الشيطان,-1,KSA
وخريجين_سجون,-1,KSA
وخسر_وظيفته,-1,KSA
ودعاة_الفتنة,-1,KSA
ودعاة_باطل,-1,KSA
ودعاه_للفتنة,-1,KSA
ودمرتوا_دول,-1,KSA
الله_لايبارك,-1,KSA
وربي_يطلعونا,-1,KSA
ورعان_عنصرين,-1,KSA
وركض_ومراكض,-1,KSA
وزرع_فتنه,-1,KSA
وزقت_معه,-1,KSA
وسحب_رصيد,-1,KSA
وسرقه_رصيد,-1,KSA
وسنافر_الزعيق,-1,KSA
وسيدخلك_النار,-1,KSA
وش_الفايده,-1,KSA
وش_الفائده,-1,KSA
وشتت_شملهم,-1,KSA
وصارت_سالب,-1,KSA
وصايه_وتنفير,-1,KSA
وصليل_الصوارم,-1,KSA
وضيقو_الارزاق,-1,KSA
وعدم_تطويره,-1,KSA
وعري_فشلها,-1,KSA
وعريهم_اكثر,-1,KSA
وعمليات_نهب,-1,KSA
وعود_كاذبة,-1,KSA
وغير_اخلاقي,-1,KSA
وغير_دينه,-1,KSA
وفشلنا_ذاتيا,-1,KSA
وقطع_الانترنت,-1,KSA
وقف_التنفيذ,-1,KSA
وقف_ضد,-1,KSA
وقفت_حياة,-1,KSA
وقلة_الدين,-1,KSA
وكلهم_تراب,-1,KSA
ولا_بستفيد,-1,KSA
ولا_تهتم,-1,KSA
ولا_شي,-1,KSA
ولا_شيء,-1,KSA
ولا_نبغاه,-1,KSA
ولا_يهتم,-1,KSA
ولامهتمه_فيهم,-1,KSA
ولانثق_بابناءالوطن,-1,KSA
وليخسا_الخاسئون,-1,KSA
وما_رح,-1,KSA
وماسلم_منهم,-1,KSA
ومجلس_العار,-1,KSA
ومحد_تكلم,-1,KSA
ومخجل_جدا,-1,KSA
ومهاجمة_علماؤنا,-1,KSA
وموب_شكرا,-1,KSA
وناكل_تبن,-1,KSA
ونت_سيئ,-1,KSA
