tweet,class
"' """"""تشيرشي قبل إنتقاله لميلان، كان بيفضل انتر عشان مانشيني، واول ما اجبروا علي ميلان عكس تصريحاته وبقت في صالح ميلان، زمن المال"""""""" '",neg
' @ba7r_ahmed ميرسي بجد !! ',pos
' ابو ما المذاكرة ! http://t.co/GB5VCDqpQK ',neg
"' """"""كوبرى ارض اللوا دا لو واحد تخين طلعه هيتحشر فوق ، عزيزى طالب هندسه كفايه نقل شيتات الله يرضى عليك ✋"""""""" '",neg
' #الوطن   15 دائرة انتخابية تتنافس على 25 مقعدا في محافظة #البحيرة http://t.co/8sTP5u9bED ',neu
' اطلع من غيبوبه اخش ف غيبوبه بس كده . ',neg
' ولنا في الخيال حياة :)) ',pos
' حسابات  شيرين يحيى نجمة ستاراك ➡http://t.co/bg8pKVnavh ➡http://t.co/g2QF9p3oiz ➡http://t.co/T0GDnGYDWQ #ShereenYehia #DoaaElSebaii ',neu
' @samsouma2012 والله زمان عاش من شافك .. ',pos
' يصبحوا اصدقائنا بالصدفة وما اسوا الاصدقاء حينما يصبحوا غرباء ',neg
' احباااااااط ',neg
' الواحد وصل لدرجه احباط بشعه ',neg
' @Nawarhmamou @Baskotatoto واحنا كمان بنحب بيتى ونموت فيها ',pos
' بلاش تنكشوا في ذكريات النكد و اضحكوا و استمتعوا بالحياة .. *بقول لـ نفسي بردو ᓆ* ',pos
' @serajsulimancj @HamadiElareibi معنديش حاجا في قلبي لواحد يحري ورا بنات في سان ✋ ',neg
' @Nour2dam لا ده حتي يبقي #قليل الأصل.. ده هيفضل طول عمره يشكرها عشان هيا السبب في كل ده ',neg
' #الوطن   ميناء #دمياط يستقبل 63 ألف طن قمح  http://t.co/H9sN4bNcWx ',neu
' @Sabganol @Hani__Ali و سارة فهمي الوسخه ',neg
"' """"""الاول كنت بقول دا رأي واحد او اتنين بس الموضوع زاد وكله بيهري، ماتش ودي الاغبياء بقوا ياخدوه مقياس لمستوي الفرق، الأغلبية بقت انجي اسماعيل!"""""""" '",neg
' @Hani__Ali @Sabganol دي بنت ستين وسخه ',neg
' و من الشباك لارميلك حالي. ',neu
' وهو انا ينفع انبسط يوم كامل !  _طبعا لا  _طيب ',neg
' ده انا عايشه عشانك ♡ ',pos
' @arwaalhaj90 كله هري ... بليل هيبان كل حاجه ',neu
"' ""#الوطن   إنفوجراف   \""""المعونات\"""" الأجنبية والخليجية لمصر في عام 2014 http://t.co/KmyfpbqHNd '",neu
' #الوطن   إنفوجراف   الزيادة في أسعار 2014 http://t.co/FG3nJUnCwL ',neu
' إبراهيم محلب رئيس مجلس الوزراء لخالد صلاح: زيادة أسعار تذاكر مترو الأنفاق لن تكون زيادة مطلقة وإنه لابد من الحفاظ على هذا المرفق الحيوى ',neu
' أعني على نفسك بكثرة السجود !!  تشعر بالتحدي بينك وبين نفسك . ولنا أمل ',pos
' اكتر حاجة مخليانا مش مرتاحين في حياتنا اننا بنبين حاجة و جوانا حاجة تانيه خالص ',neg
' @BoSynabil7 لا شاهين بس ',neu
' قتل المصريين في ليبيا ماهوا الا تصفيه حساب وانتقام من مصر البلد الزي لم يقدر الارهاب بلعبس بهي ',neu
' @alitamam5959  تحياتي وتقديري علي بك ',pos
' أسرع سيارة كهربائية عام 2015 #بوابة_المصدر    عنوان التميز #خمسة_لاعبين_تحبهم_من_خارج_فريقك 2 http://t.co/H9yeh1JuV9 ',neu
' #التريند_اصلا_معمول_لفولورز_رودينا_وبس يلا بقي ولعووها يا فولورز ♥♥1 ',pos
' احتراف القياده بكل معانيه ..شاهد هذا الفيديو وستراه #بوابة_المصدر https://t.co/gA8oBJ4Nzs #خمسة_لاعبين_تحبهم_من_خارج_فريقك 2 ',neu
"' """"""@ahmedgalal_9 @kareematty لأ ياعم دة يحطلى سم فى الاكل مش ناقصه هى والنبى /0\"""""""""""" '",neg
' لم يتبقى شيئاً بعد !!!! ',neu
' يا وليه عيب يا وليه http://t.co/FzTgSo9HuR ',neg
"' ""#الوطن   أكثر من 100 مهاجر يعبرون الأسلاك الشائكة إلى جيب \""""مليلية\"""" الإسباني http://t.co/8FvUuJwVy9 '",neu
"' """"""غِيآبُـگِ ، هُـوَ الشَيءْ الوَحيدْ الذِيْ لَمْ أستَطِعْ تَجآوزَهُ حَتَىْ الآنْ !~"""""""" '",neu
' #كاظم_الساهر  ﻓﺎﻛﻬﺔ ﺍﻟﺤﺐ   ﺳﻴﺪﺗﻲ:ﻛﻨﺖ ﺃﻫﻢ ﺍﻣﺮﺃﺓ ﻓﻲ ﺗﺎﺭﻳﺨﻲ ﻗﺒﻞ ﺭﺣﻴﻞ ﺍﻟﻌﺎﻡ.ﺃﻧﺖ ﺍﻵ‌ﻥ.. ﺃﻫﻢُّ ﺍﻣﺮﺃﺓ ﺑﻌﺪ ﻭﻻ‌ﺩﺓ ﻫﺬﺍ ﺍﻟﻌﺎﻡ. http://t.co/uEge0uf4ao ',pos
' @iMahinour_ @Ghadiirr انا مبسوطه :D في تطور ',pos
' أنا النهارده أكلت كفته وشاورمه وبطاطس وفطير بالسدق وبيتزا وشربت بيبسي وسبريت و3 مرات نسكافيه وشوب عصير قصب :D وكان نفسي ف كريب بس محصلش نصيب ',neu
' @jermin_ معلش بقي مجتمع معاااااااااق ',neg
' كرسمس سعيد http://t.co/GvOCg1XYwh ',pos
' مش بحب ال #MEU خالص مش عارفة ليه  و بسبب كده ممكن فى #Vision يقتلونى xD ',neg
' البتاع دى بيشتغل ازاى ..انا بش فاهم حاجه ',neg
' @mostafa_fuzi  ههههههههههههههههههههه لا مفيش داعي لاعتذارات ولا ندمات يا أفندم :)) ',pos
' _مهما بلغت بك اﻵحزان ·· وتعددت في قلبك الهموم تذكر فقط آن الحياه لحظه  لا تقاس سعادتها إلا ·· بذكر الله واﻹقتراب منه · ',neu
' @N_B_abdulaziz  العفو ولا شكر ولا حاجة دي حاجة بسيطة ',pos
' ولاني احبك::: عاد قلبي الي الركض في الغابات مغنيا ولاهثا كغزال صغير متمرد ',neu
' _ليه تلمح على واحد من بعيد وتشتم فيه ما تعملوا منشن وعرفه يمكن يغير من نفسو بدل ما تتريق عليه ',neg
' @Lamees_Alhadidi وانتي طيبة دا في حاجات كتير اتحققت من الدعاء بحمد ربنا يالميس لتحقيق دعائي لمصر ولكل الاهل ',pos
' @YaZamalek ولا لاعب لعب الماتشات ال15 اللاعبين كلهم تغيبوا فى بعض الماتشات ',neu
' انا نزلت اجيب قلم روترنج من منطقتنا لقيته ب20 جنيه ..ليييييييه بصوت احمد شوبير ',neg
' الدنيا جارحة و متعبة و ناس بتذاكر O.B متعذبة ',neg
' دوول الخليج بتتالق فى الكورة واحنا لسة مفيش جمهور ...احا يابلد ',neg
' ما تيديش حد اكبر من حجمه و ترجع تزعل ',neu
' سنة حلوه عليكم كل عام وانتم بالف خير       2015 http://t.co/B6FoLuW0e0 ',pos
' مدخلنيش في ام تفاصيل يا مدحت ',neg
' رجعت الشتويه ....... ',neu
' اللي نحبه ميحبنااش واللي يحبنااا منحبوش !! ',neu
' المباراة القادمة الليغا  الاحد 4 يناير 2015 فالنسيا vs ريال مدريد  7:00 مساءً بتوقيت مكة beinsport hd2  هلا مدريد. #HalaMadrid ',neu
' شكرا يا الله ..   لانك تقبلني بكل سوئي وزلاتي و تقصيري  لانك تعدرني و دائما تعطيني  لانك ربي الرحمن الرحيم ❤️❤️ ',pos
' @Nawalll11 كل تيارات الاسلام السياسى لم تقاتل اى استعمار اوربى للعالم الاسلامى ولا حتى اسرائيل حاليا لم تقاتل الا بنى دينها وبنى عروبتها ',neu
' @hossamadel77 طبعا مهم .. يارب تكمل على خير ',pos
' #الوطن   المؤبد لـ 24 من كوادر الإخوان بتهمة حرق قسم القرين بـ #الشرقية  http://t.co/1HV4aBXXAt ',neu
' انا مش هاوي عذاب ',neu
' اربعة اصفار في الساعة وبداية يوم جديد في حياة منتهية . ',neu
"' ""و مع دقات ساعة حائط منزلنا ببداية اخر يوم في السنة ...... انا رسميا بقيت رشيد \""""عديت سن الرشد \"""" اخيرا :D #يوميات_جيمي '",neu
' و اذا كنت راجل ما تزعل الا من راجل ',neu
' @saqran61 للأسف أنا لا أملك نوعية الأصدقاء المهتمين بسماع مشاكل الغير ... فقط الجأ الي الله في كل صلاة و أكتفي بالدعاء ',neu
' @AdhamPogo بس يا بضان ',neg
' @AhmedSameeh1 خخخخخخ كسمين ام اسى ميلن فرقه خره ',neg
' مستنى حاجه تفرحنى ! ',neu
' @GonasAli عيال متعرفش مصلحتها فين ',neg
"' ""#الوطن   وزير الشباب: #السيسي اقترح الاستعانة بـ\""""الأولتراس\"""" لافتتاح #قناة_السويس http://t.co/W4qwOgvKwz '",neu
' @HamzaMohamed83 ظهر مؤمن رابع بيشيش فى احدى كافيهات المهندسين ',neu
' عن الحسن قال: سمعت أبا هريرة يقول: قال رسول الله صلي الله عليه و سلم:  «من قرأ يس في ليلة أصبح مغفوراً له». http://t.co/hXNbhiZL1P ',neu
' أمريكا داخله مجلس الأمن عشان تعمل الفيتو ! ',neu
' @menayasser الملافظ سعد يا منونة ..... استهدي بالله يخربيتك =)) ',neg
' لما تكون بتتكلم مع حد و يرود عليك متأخر ..  اعرف ان فيه ناس تانية اهم منك ',neu
' @sl_889 بنت خالي واختي هما صندوق اسراري ',neu
' إن الله يحكم ما يريد.... ~المائدة ',neu
' ما تجوم تطمن على #مؤمن .. #مؤمن_زكريا  في #الزمالك ان شاء الله #مؤمن_تحت_السيطرة_الزملكاوية @SarahAbdelbaky1 http://t.co/Qmd9ZXUNjZ ',neu
' الحضن *قشعرة* ',neu
' نفس الفيلم بيتعاد✋ ',neu
' انا هنام بدري انهارده عشان موريش حاجة بكره و انام كتير بقى ما انا كده كده هسقط. ',neg
' الحريم كائنات نكدية بالفطرة ..وبيجيبوا الغم لنفسهم ',neg
' @Salsoul221 الحمدلله على كل حال وربنا يصبرنى على اليومين الجايين دول .. دعواتك ',pos
' @SalyAhmed786 اجى اركب عليكى من ورا و احطه جواكى يا شرموطه ',neg
"' """"""الله هومالك الضر والنفع ، وأنه المتصرف في خلقه بما يشاء ، لا معقب لحكمه ، ولا راد لقضائه سبحانه لا اله الا هو http://t.co/0PWq9DlZ1X"""""""" '",neu
' يا رب اشفى كل مريض قولو امين ',neu
' @RyanAmina كل عام وانتي الي الله اقرب ^^ ',pos
' @2ff72ab79b474bf هذي حقول نفط ليبيا تحترق ',neu
' الواد حالته صعبه .. الحقوه يخوانا ',neg
' الأطفال ليهم الحق فـ رأيهم السياسي .. أصل لما طفل يبقى صاحبه معتقل او شهيد اكيد مش هيسكت .. ',neu
' آخر ليآلى ديسمبر 2014 ',neu
' اختصار الحياة بحديث قدسي https://t.co/j8pasqtRTj ',neu
' بالنظر للبروجرس إلي وصلتله بالنسبة للوقت إلي قعدته نقدر نستنتج بسهولة إني ممكن حتى لو طبقت مالحقش أخلص. ',neu
' اشعر  بأسي لتواجد خارج بلادي هذه المدة . ظروف السفر حالت بيني وبينكم . كم اشتاق لكم وكم اشتاق لكلي ﻟﻴﺒﻴﺎ #مصراتة_تحرق_ﻟﻴﺒﻴﺎ ',neu
' ريسنا طلب من وزيرالشباب تنفيذ دخلة الاولتراس فى احتفالات افتتاح القناة لاعجابة بها :)) دماغ برضة...يحتويهم ويحول سلبياتهم لايجابيات #عفارم ',pos
"' """"""حاولت : ﺃﻭﺿّﺢ ﻟﻚ ﻭ ﺍﻟﻤﺢ ، ﻭ ﻻ ﻓـﺎﺩ ﺗﻌﺎﻝ ، ﻭ ﺇﺳـﻤـﻊ ﺁﺧـﺮ ﻣﺤـﺎﻭﻻتي  ﻳﺎﻣﻌﺘﺒﺮﻧﻲ ) ﺻﺎﺣﺒﻜــــ ( ﺇﺣﺬﻑ ﺍﻟﺼﺎﺩ ﻭﺗﻌﺮﻑ ﺃﻧﺎ ﻭﺵ ﻣﻌﺘﺒﺮﻙ ﺑـ ﺣﻴـﺎﺗﻴــــ ؟"""""""" '",neu
' @MagdaMagda033 تعالى اقعدى على زوبرى كله ف طيزك يا منيوكه ',neg
' @SAMIAHMED902YAH وانت طيب سامي وبالخير عليك ',pos
' اليوم خسر الإنتر امام باريس 1-0 و فاز ال #ميلان الكبير علي #ريال_مدريد الصغير بي ال4 ',neu
' حاجة حلوة لما تلاقي حد عارف أنت بتحب أيه و مبتحبش أيه ',pos
' الله يمسي خاطرك بالسعاده يامسعدٍ قلبي بحلو السواليف يامن على قلبي خذيت السياده الحظ جابك بالمحبه على الكيف ',pos
' @amalalfahadx @Shosho1998alkon عييييب على كل عربي انو اسرائيل قبلنا مش عالفلسطينية بس يا فهمانة ',neg
' @MohammedAssaf89 @IbrahimAlalami كل عام وانت بالف خير ينعاد عليك و ع فلسطين وع كل البلدان بالخير والمحبة والسلام 442 ',pos
' @AmiraaSG بس دا ميمنعش إنى بعشق ال fireworks  فى اسكندرية ',pos
' من اغرب مقتطفات 2014 انى محستش بالسقعة ابدا ومش تقلت فى الهدوم  نهائى ولا جالى برد !! ',neu
' @Sara_Aaziz مش عندك امتحان بكرة اقفلي و ذكري يلا ',neu
"' """"""المواد اللي بندرسها في الكلية تنفع شتيمة، يعني أقول لواحد بس يلا يا بتاع البرولوج بس يلا يا بتاع البراليل سيستم والذكاء الإصطناعي والخرة ده."""""""" '",neg
' ي رب تتحقق أماني كل الامه العربية والإسلامية http://t.co/0sRiZ78vyi ',pos
' على سبيل الصياعة انا نزلت اقعد مع اصحابى فى 2014 روحت البيت فى 2015   #سنه_جديده_2015 ',neu
' انا شارب انهاردة 2 ليتر ميرندا تفاااح .. طبعاً غير الاكل اللى واكله .. فانا بقيت عامل زى البلونة كده بظبط ',neu
' كان نفسي تبقي بداية حلوة بس ايه بقي ',neg
' استغفر الله و اتوب إليه ',neu
' اول حاجه احطها فى بوقي فى السنه الجديده اكتر حاجتين بحبهم سجاير و جبنه :D ',neu
' @A7mdFr7at ربنا يصلحلك امورك ويبعد عنك الشر يا عم انت يا عم انت ^^ ',pos
' @nehadhesham14  كل سنه و انتى طيوبه ',pos
' @HamzaMohamed83 ربنا ميرحمنيش من صحابى و اهلى ',pos
' اول تغريده في عام2015 http://t.co/lr13J3ataM ',neu
' فيديو يخليك تبتسم فعلا والله :D ',pos
' @nrmeen_moustafa حبيبتى ',pos
' تعال شوف دموعى الى انت السبب فيها دلوقتى ',neg
' @inasonly كل سنة و انتى طيبة يا ايناس :) ',pos
"' ""@kfourywael عشان هيك قررت \""""فرجيك\"""" اني بحبك .. أحلى من الحكي .. '",pos
' ومش هتعرف تتعامل مع الوسخ غير لما تبقي اوسخ ف التعامل منه !! ',neg
' ناس مجرد مفتكرها بكون سعيد #عمرو_دياب ',pos
' @D1J_LFC أنا عندي دلائل أخي لا أتكلم من الفراغ ',neu
' كنت اقول ان ما عندي شي يذكر ف سنة 2014 .. لكنها عرّفتني و جمعتني بناس اسأل الله ان يجمعني بهم العمر كله ❤ ',pos
' كيف تحتفلون بأعياد النصاري و أمتكم مهتوك عرضها في كل مكان ؟!! :( ',neg
' خراب يا دنيا خراب يا دماغي . ',neg
' @anaroro5555 @MrHussien49 @Larrybirdmemey @mamasosy @mohammadjeddah كل عام وانت ومن تحبين والمصريين والناس كلهااااا بالف خيرسنه سعيده للجميع ',pos
' البعد عمره ما كان سفر لمكان بعيد و القرب عمره ما كان فى ناس موجودة جمبى.  #AmrDiab2015 ',neu
' اللهم أرزقني نعمه يعجز عنها شكري ',pos
' @Brahim____  فك الله اسرك ',pos
' من عامل الناس على لون اوجنس اوعرق بدلت حسناته بسيئات وذهبت  اعماله لغير الله ',neu
' @efc09598a012432 اهلا بك محمد باشا الجلاء منور يا الغالي ',pos
' يا زمن بالقصص المنسية .. او بالاحلام الوردية #جوليا ',neu
' @Eman___Sh @adil_jammal الصور كلها لجمهور شريهان ومش من حق اى حد يتكلم عن الحقوق لان شريهان هى اللى عملتها مش احنا ',neu
"' ""#الوطن   شعبان عبدالرحيم: \""""لو #الجيش المصري طلبني هتطوع.. ومحبش حد يزعل بلدي\"""" http://t.co/3gusXCOG7l '",neu
' ليكس لادارة الفنادق عموم التوريدات تطلب انسات علاقات عامة للعمل بالغردقة وشرم الشيخ مرتبات.. https://t.co/i5iAHYhvVp #مصر #الاسكندرية ',neu
' @muhamsalah صباحك  ود  وصفاء ',pos
' @Eman___Sh @adil_jammal لا ساعات مش بكتب اسمى اصلا ولا اى اسم علشان اى حد يخدها ',neu
' @MMSBy.  &lt;3 وربنا كده كتيرررر ',neg
' توقعاتي لهذا العام: أمنياتي ستكون أكثر احترافية. ',pos
' @yasmology اشهد ان لااله الا الله ',neu
' @asmaahadad_ali كل سنه وأنتم بخير وسعاده يارب ',pos
"' """"""الحنية طب فين هي ابكي يا قلبي علي الحنية، هي الدنيا جرا فيها ايه، حتي الناس صبحت مش هي."""""""" '",neu
' اللهم اعنى على ذكرك وشكرك وحسن عبادتك ',neu
' كل الناس الأعرفهم بفكر فيهم بليل ',neu
' ماتت بمحراب عينيكى ابتهاﻻتى ',neu
' كل سنه وانتوا طيبين وان شاء الله تكون سنة ',pos
' انا مكانى مش فى مصر ',neu
' لا حياتي هي حياتي.. ولا قلبي اصبح قلب ',neu
' آللّهُمَّ صّلِ وسَلّمْ عَلۓِ سَيّدنَآ مُحَمد ﷺ ',neu
' @sherihanshal #بحبك وهذا يكفينى ❤️ ',pos
' @asmaahadad_ali آمين يارب.. تكون دعوه مستجابه مع بداية عام جديد ',pos
"' ""{هو الله الخالق البارئ المصور له الأسماء الحسنى يسبح له ما في السماوات والأرض وهو العزيز الحكيم} [الحشر:24] http://t.co/LDyjdxOPzi\"""" '",neu
' كان يحرث مابعوه ',neu
' @shereen_hussenوهناك أحلام تحطّمت  وقلوب انجرحت وانكسرت وخيبات أمل وآمال وجرح ادمى ولم يُشفى ',neu
' @taxi_only لسه فاضلى جزء فى الحث و بعدين هدخل على الكلاسيكية عشان بناخد حصة شرح و حصة مسائل ☺ ',neu
' صباح الفل...صباح الابتسامه....اجعلها سنة بتضحك يا كريم http://t.co/SUyCZRROjV ',pos
' #العام_الجديد  ادعولي بالشفاء جزاكم الله خير ',pos
' @ranasamaha9t @hayat_alsahir هابى بيرث دااااااااااااااااااااااى  سنة سعيدة يارب ',pos
"' """"""@horyagana ان شاء الله ، النصر من عند الله والظلم مهما طاااااااااااال لابد من حلول العدل وأنتصار العدل والحق في النهاية هي دي قاعده المسلم"""""""" '",pos
' يا سلام علي الدنيا وحلوتها في عين العشـق #أم_كلثوم. ',pos
' @ch_cake الل يعجبك يعجبنا ياافندم ',pos
' @kamalshymaa @soooo_soooo_64 الله رووووووووووعه ',pos
"' ""مـانيب من يتـبع ركـاب المـقفين  حتى ولو ادفـع .. ثمنها حـياتي  من صد عني ماسألته على وين ابقى عزيز وعز نفسي غناتي.  راقت لي\""""”\"""" '",neu
' @KingMbrouk1516 @yassminyaso2 ياااااااااااااااااااااااااااااارب أنصر كل مظلوم ',pos
' ليه تسكتى زمن...اتكلمى ليه تدفعى وحدك التمن...اتكلمى ',neu
' ﻧﻄﻮﻱ ﺳﻨﻪ ﻣﺮﺕ ﺑها ﻫﻤﻮﻡ ﻭﺁﻓﺮﺍﺡ ﻭﻧﺒـﺪﺁ ﺍﻟﺴﻨﻪ ﻫـﺬﻱ ﻋﺴﺂﻫﺎ ﺳﻌﻴـﺪﻩ ﺟﻌﻞ ﺍﻟﻬﻤﻮﻡ ﺍﻟﻠﻲ ﻣﻦ ﺍﻟﻌﺂﻡ ﺗﻨﺰﺍﺡ ﻭﻧﻠﻘﺂ ﺍﻟﺴﻌﺂﺩﻩ ﻓﻲ ﺳﻨﺘﻨﺂ ﺍﻟﺠﺪﻳﺪﻩ          - ❤️ ',pos
' @safaaelbana رحاب مين بس هههههههههههههههههههه #MinaAttaKingdom مينا عطا ده رائع بس خفة دم سراج تعمل شغل جامد ',pos
"' ""وأرجع تانى وأقولك الله يخليك :\"""") '",pos
' الضي جآء و كل الشكر و تقدير لرجال كهربآء وحق ربي انكم رجاله و بارك الله فيكم و اجركم حاصل ان شاءلله   شكرآ ',pos
' بس القعدة مع الصحاب بالدنيا ♥ ',pos
' ربنا يكون فى عون الناس بتاعت روسيا ',neu
' مَن يُحِبُكَ لا يؤذيك لا يُهْمِلُك ولا يجرَحُكَ بـ فِعل أو كَلِمَة..! ',neu
"' """"""أبني تهدي، للبر أشد للغريق تشدي ✋"""""""" '",neu
' @aGad_ أن الله غفوراً رحيم ',neu
' @MarwaF_ الله اكبر..!! ',pos
' فيه ناس مجرد ما بنشوف الفرح فى عيونهم بننسى الدنيا وما فيها ',pos
' بخاف من مسلسل ريا وسكينة ده مرعب ',neg
' الديمقراطية هي حكم اللي يغلب من ولاد الكلب ',neg
' @youm7 لو شافوا الهلع والرعب ف العيون وع الوجوه والجري والصرخات رجاله وشباب وستات في قلب مصر الجديدة ليلتها كانوا طالبوا باعدام المجرمين ',neg
"' ""#الوطن   رغم انفجار قنبلة.. سكان الهرم يحتفلون #برأس_السنة في \""""#كايرو_مول\""""  http://t.co/ruEvGvnE1N '",neu
' هههههه سررررراج بجد فصلنى ضحك يخربيتك #MinaAttaOnDreamTwo ',pos
' اللهم في هذه الليلة المباركه يسر لنا أمورنا واحفظ بلادنا واجعل من عبادك الصالحين الشاكرين ',pos
' https://t.co/vou0nYCgDS أصعب احساس في الدنيا.... ',neg
' @Eslameid14 اوساخ والله انا كنت جاي ',neg
' و نشكر ربنا على الحاجات الصغيرة الي بعتهالنا في وقتها &lt;3 ',pos
"' ""يا كمياا اتلمى بقاا  :\""""D '",neg
' حسبى الله ونعم الوكيل فى البلد الوسخة دى وفى اللى ماسكينها وعمرها ما هتنضف ابدا  اطهر ما فيكى بيموت ',neg
"' ""#الوطن   #جنوب_سيناء تشارك في مبادرة \""""ارسم مستقبلك \""""  http://t.co/km4qPHQll4 '",pos
' السنة مبلشة ثقيلة #streetphotography #blackandwhite @ البدوي   أشرفية http://t.co/aZi8XGSgNI ',neg
' العيون تحكي ما لا يُقال ',neu
' دة انت الحلم اللى نفسي يكمل و يبقى حقيقة ♥ ',pos
' عام #2014  ... شكرا ... روح لامك ! سنه كانت مفكرا نفسها GTA ! ',neg
' @Mrim_AZ  البت لونها حلو اوووى ',pos
' السنين بتفوت وانا واقف مكانى ',neg
' #نصيحة  لا تطفئ النار ...........بالنار ',neu
' الهدف من الترند اننا نعرف الناس اللي متعرفش مينا هو مين وننشر حساباتو يلا نعمل كدة مش نعمل تويت كلام بس بليز #MinaAttaOnDreamTwo  مينا عطا ',neu
' لولا الأمل في الغد لما عاش المظلوم حتى اليوم. ',pos
' #نطالب_تمريات_برعاية_هيثم_العبدالله  @Tmreyat نأمل من سيادتكم رعايه المتسابق هيثم العبدالله مبدع وحافظ لكتاب الله جزيتم خيرا    : : : : : ',neu
' ان اللبيب من الإشارة يفهم http://t.co/ettXB5YyHh ',neu
' من أين لك كل هذا البرود. ',neg
"' """"""الثقة بالله أزكى أمل، والتوكل عليه أوفى عمل"""""""" '",pos
' وطني ستظل أنت عشقي الأول   #مصر  اللهم اجعل اجازتي سالمة في مصر ',pos
' شفت السما فوقك  تخيل مداها بنجومها بأجرامها  باللي فيها  واللي خلقها من عدم  واحتواها اني  احبك  حب غطى  عليها ',pos
' @_YRZ1 الديانة الطاهرة النقية عند الله الآب هي هذه افتقاد اليتامى والارامل في ضيقتهم وحفظ الانسان نفسه بلا دنس من العالم ',neu
' اللهم ابطل اثرعين حاسدة اصابت قلبافاحزنته واصابت زوجين ففرقتهماواصابت ولدا فافسدته واصابت جسدا امرضته واصابت جمالا فشوهته انك علي كل شئ قدير ',pos
' ميدو: لن أدرب الزمالك هذا الموسم تحت أي ظرف: http://t.co/TNdmhdpvRU via @midoahm #Zamalek  #باتشيكو_هرب  #باتشيكو  #زمالك #الزمالك ',neu
' - ملعونها سذاجه ',neg
"' ""#اسامه_فقيه الف مبروووك لجمهورالعرررين وفريق دعم العرين  باقي لنا جلمود صخر والدعم باذن الله نجيبها @YasserFaageeh @faqeeh2011\"""" '",pos
' محدش حاسس بحد .. كله بيقول يلا نفسى. ',neg
' @Yousef_Hedia مفيش ارجل منك يا اخويا ربنا يخلينا لبعض و يخلينا دايما مع بعض على المره قبل الحلوه ',pos
' عرفت اللي فيها عنيه بآن عاليها إنو يا قلبي ما حبنيش .. حجات عشنا فيها وعشمنا بيها وأخرتها ايه طلعت مفيش . ',neg
' @Moda_wahab . فهو يبحث عن الحب بالفطرة ما الامتنان .. لسه بقول ليك الامتنان هو الوعي المرتبط بالمادة والقواعد علی حد قولك ',neu
' يسرقون رغيفك ثم يعطوك منه كسرة .. يا لوقاحتهم .. ويا لهطل أمك http://t.co/QHBWWi5K9q ',neg
' https://t.co/mOh9uTWAQX دة فيديو ياسمين كانت بتعملو لمعايدتكو اسمعوة يلا  #HBDDoaaElSebaii ',pos
' @sarahesham3 يا ديني دي كانت ايام سوووووووووووووووووده :D:D ',neg
' @haneenaldabet1 رحمه الله عليهم ويدخلهم فسيح جناته يا ارحم الرحمين ',pos
' مادة ما بتنفهم ولا بندرس لليش هيّه !!! ',neg
' https://t.co/mOh9uTWAQX واااااااااااااو تحفة فيديو فانزك بيعيدك يا دعاء #HBDDoaaElSebaii ',pos
' @dieaakh كل سنة و انت سالم ظوظو بيك و ينعاد عليك بصحة ',pos
' الحمدلله انا بطلت اسب الدين ',pos
' @medomounib @salmabmw22 مستنين نسمع رنا ومبسوطين انها بتشتغل مع منتج محترم زى حضرتك وان شاء الله السونج والكليب يكسر الدنيا ',pos
' ولكن الآن في المسيح يسوع انتم الذين كنتم قبلا بعيدين صرتم قريبين بدم المسيح. http://t.co/AjBX27Qpia ',neu
' بقالي فترة كبيرة مش بتويت والله يا جدعان استحملوني شوية ',neu
' @Khairy_Ramadan  وحضرتك طيب وبألف خير استاذ خيرى امتعتنا بحلقة اسعاد يونس كانت اكثر من رائعه ',pos
"' """"""اكره فريد الأطرش ، لإن \""""الحياة حلوة ، بس نفهمها\"""""""""""" '",neg
' @RevanNos7y  منا خدت بالي بس هي حلوة  فعلا بس انا مش ميال  ليها  انا اصلا بحب المانفسيتو اوي و اقوي من ويسترن يونيون بس انا بحب ويسترن اكتر ',pos
' #قل_كلمة_حلوة_في_العام_الجديد يارب ارحمني واغفرلي كثرة ذنوبي ',pos
"' """"""و اللي بحكيلي \""""الحياة حلوة\"""" سأقتله ، لأريه ان الموت احلى"""""""" '",neg
"' """"""قال أبو الحسن المزين : الذنب بعد الذنب عقوبة الذنب ، والحسنة بعد الحسنة ثواب الحسنة .”"""""""" '",neu
' @M0sTaa و فيلم المغسلة .. اشهر فيلم في مصر .. احاااااااااااااا :D:D:D:D ',neg
' @tweety402f اخبار الناس عسا اموركم تمام  ما اقصد اكلمك حشا بس كل ما في الامر حبيت اتطمن عليك في امان الله ',pos
' احنا جيل المبضونين يا جماعه والله ',neg
' @Nh_nh89 @MYildirimResmi حفلة افتتاح الفلم القرمى ما حد راح خالص ',neu
' اجمل ما فينا ان محمد نبينا (ص) ✋ ',pos
' @amanyfaraj_ @modyalfaitory عليش نسأل فيكن معناها ي بصله ',neg
' لتعم الفائدة للناس وللاطلاع على انواع السحروعلاماتها وكيفية علاجهاوكيفية التحصين من الاصابات بالحسد والسحر وكافة انواع التسليط00905345609147 ',neu
' #لقاء_القرني_مع_دعاء #DoaaElSebaii  شايفها نفسها فين بعد سنه و بالنسبه للنجوم مصر غناء وتمثيل تحب تتعامل مع مين ؟ هل ممكن تغنى لمصر فبديتها ',neu
' #RanaSamahaTeam  ياريت كلنا نهتم نرتوت للمنتج ميدو عن أى تويت تخص رنا بليزززززززززز ',neu
' رب واحد ايمان واحد معمودية واحدة http://t.co/fDZNoDrFqf ',neu
